frame,x,y,x_cm,y_cm
10,643,707,17.75153374233129,19.51840490797546
10,1209,671,33.377300613496935,18.524539877300615
10,730,669,20.153374233128833,18.469325153374232
10,1584,645,43.73006134969325,17.80674846625767
10,1638,628,45.22085889570552,17.337423312883434
10,1876,632,51.79141104294479,17.447852760736197
10,1006,622,27.773006134969325,17.171779141104295
10,1768,617,48.809815950920246,17.033742331288344
10,934,626,25.78527607361963,17.282208588957054
10,1073,611,29.62269938650307,16.868098159509202
10,1043,597,28.794478527607364,16.48159509202454
10,1790,592,49.41717791411043,16.34355828220859
10,809,573,22.334355828220858,15.819018404907975
10,674,563,18.607361963190183,15.542944785276074
10,1615,559,44.58588957055215,15.432515337423313
10,1624,525,44.83435582822086,14.493865030674847
10,1221,511,33.70858895705521,14.107361963190185
10,903,506,24.929447852760738,13.969325153374234
10,1184,492,32.68711656441718,13.582822085889571
11,1230,684,33.95705521472393,18.883435582822084
11,706,669,19.49079754601227,18.469325153374232
11,1174,669,32.41104294478528,18.469325153374232
11,1615,646,44.58588957055215,17.834355828220858
11,1250,647,34.50920245398773,17.86196319018405
11,1107,640,30.561349693251532,17.66871165644172
11,1864,621,51.4601226993865,17.144171779141104
11,1770,620,48.86503067484663,17.116564417177916
11,1657,617,45.74539877300614,17.033742331288344
11,1258,619,34.73006134969325,17.088957055214724
11,923,622,25.48159509202454,17.171779141104295
11,1077,589,29.733128834355828,16.26073619631902
11,1794,596,49.52760736196319,16.45398773006135
11,1268,571,35.00613496932515,15.763803680981596
11,805,575,22.2239263803681,15.874233128834357
11,675,567,18.634969325153374,15.653374233128835
11,1610,563,44.4478527607362,15.542944785276074
11,1628,514,44.94478527607362,14.190184049079754
11,909,500,25.095092024539877,13.803680981595091
11,1189,492,32.82515337423313,13.582822085889571
12,1189,670,32.82515337423313,18.496932515337424
12,690,667,19.049079754601227,18.414110429447852
12,1610,660,44.4478527607362,18.220858895705522
12,1878,641,51.84662576687116,17.696319018404907
12,1010,620,27.883435582822084,17.116564417177916
12,1863,619,51.43251533742331,17.088957055214724
12,1637,612,45.193251533742334,16.895705521472394
12,916,619,25.288343558282207,17.088957055214724
12,1088,602,30.03680981595092,16.619631901840492
12,1047,587,28.904907975460123,16.20552147239264
12,806,576,22.25153374233129,15.901840490797547
12,674,577,18.607361963190183,15.929447852760736
12,1495,572,41.27300613496933,15.791411042944786
12,1275,563,35.19938650306749,15.542944785276074
12,1226,517,33.84662576687116,14.273006134969325
12,915,496,25.26073619631902,13.693251533742332
12,1194,493,32.96319018404908,13.610429447852761
12,1236,391,34.122699386503065,10.794478527607362
13,725,679,20.015337423312882,18.745398773006134
13,1031,672,28.46319018404908,18.552147239263803
13,898,653,24.791411042944784,18.02760736196319
13,1883,634,51.984662576687114,17.503067484662576
13,1255,636,34.647239263803684,17.558282208588956
13,1777,621,49.058282208588956,17.144171779141104
13,1118,619,30.865030674846626,17.088957055214724
13,909,620,25.095092024539877,17.116564417177916
13,1638,618,45.22085889570552,17.061349693251532
13,1862,616,51.40490797546013,17.006134969325153
13,1050,579,28.987730061349694,15.984662576687116
13,798,575,22.030674846625768,15.874233128834357
13,668,583,18.441717791411044,16.095092024539877
13,1277,567,35.25460122699386,15.653374233128835
13,1634,517,45.11042944785276,14.273006134969325
13,1228,513,33.90184049079755,14.162576687116564
13,921,496,25.426380368098158,13.693251533742332
13,1202,490,33.1840490797546,13.52760736196319
13,1239,396,34.20552147239264,10.932515337423313
14,584,718,16.12269938650307,19.822085889570552
14,1771,708,48.892638036809814,19.54601226993865
14,1227,683,33.874233128834355,18.855828220858896
14,923,680,25.48159509202454,18.773006134969325
14,753,679,20.788343558282207,18.745398773006134
14,1188,671,32.79754601226994,18.524539877300615
14,1778,664,49.08588957055215,18.33128834355828
14,895,654,24.708588957055216,18.05521472392638
14,715,660,19.73926380368098,18.220858895705522
14,898,620,24.791411042944784,17.116564417177916
14,1577,620,43.53680981595092,17.116564417177916
14,1117,618,30.837423312883434,17.061349693251532
14,1667,618,46.02147239263804,17.061349693251532
14,1859,613,51.32208588957055,16.92331288343558
14,1093,603,30.17484662576687,16.64723926380368
14,666,592,18.386503067484664,16.34355828220859
14,1058,584,29.208588957055216,16.12269938650307
14,791,569,21.837423312883434,15.708588957055214
14,1283,559,35.420245398773005,15.432515337423313
14,1225,506,33.81901840490798,13.969325153374234
14,1640,513,45.2760736196319,14.162576687116564
14,929,495,25.64723926380368,13.66564417177914
14,1243,396,34.3159509202454,10.932515337423313
15,947,706,26.144171779141104,19.49079754601227
15,1028,673,28.380368098159508,18.579754601226995
15,412,666,11.374233128834357,18.386503067484664
15,722,659,19.932515337423315,18.19325153374233
15,907,651,25.039877300613497,17.97239263803681
15,1896,644,52.34355828220859,17.779141104294478
15,1777,624,49.058282208588956,17.226993865030675
15,1574,624,43.45398773006135,17.226993865030675
15,885,625,24.432515337423315,17.254601226993866
15,1452,620,40.08588957055215,17.116564417177916
15,1675,612,46.24233128834356,16.895705521472394
15,1855,611,51.21165644171779,16.868098159509202
15,1102,601,30.42331288343558,16.5920245398773
15,662,603,18.2760736196319,16.64723926380368
15,1478,598,40.80368098159509,16.50920245398773
15,1062,584,29.319018404907975,16.12269938650307
15,787,571,21.726993865030675,15.763803680981596
15,1483,559,40.941717791411044,15.432515337423313
15,1292,555,35.668711656441715,15.322085889570552
15,1239,503,34.20552147239264,13.886503067484663
15,1207,490,33.32208588957055,13.52760736196319
15,933,492,25.757668711656443,13.582822085889571
15,1251,409,34.53680981595092,11.291411042944786
16,777,698,21.450920245398773,19.26993865030675
16,704,669,19.43558282208589,18.469325153374232
16,1227,683,33.874233128834355,18.855828220858896
16,907,655,25.039877300613497,18.08282208588957
16,1111,637,30.671779141104295,17.585889570552148
16,1779,626,49.11349693251534,17.282208588957054
16,880,626,24.294478527607364,17.282208588957054
16,1847,607,50.99079754601227,16.757668711656443
16,661,613,18.248466257668714,16.92331288343558
16,1107,606,30.561349693251532,16.73006134969325
16,1060,577,29.263803680981596,15.929447852760736
16,783,571,21.616564417177916,15.763803680981596
16,1299,555,35.86196319018405,15.322085889570552
16,1485,555,40.99693251533743,15.322085889570552
16,1642,515,45.331288343558285,14.217791411042946
16,1242,499,34.28834355828221,13.776073619631902
16,1213,491,33.487730061349694,13.55521472392638
16,940,494,25.950920245398773,13.63803680981595
16,1257,408,34.70245398773006,11.263803680981596
17,943,692,26.033742331288344,19.104294478527606
17,1695,680,46.79447852760736,18.773006134969325
17,643,674,17.75153374233129,18.607361963190183
17,1122,665,30.97546012269939,18.358895705521473
17,1813,664,50.0521472392638,18.33128834355828
17,729,650,20.125766871165645,17.94478527607362
17,1883,641,51.984662576687114,17.696319018404907
17,1118,633,30.865030674846626,17.475460122699385
17,874,626,24.12883435582822,17.282208588957054
17,664,614,18.33128834355828,16.950920245398773
17,1841,606,50.82515337423313,16.73006134969325
17,1686,600,46.54601226993865,16.56441717791411
17,1118,599,30.865030674846626,16.53680981595092
17,781,575,21.561349693251532,15.874233128834357
17,1054,572,29.098159509202453,15.791411042944786
17,1293,569,35.69631901840491,15.708588957055214
17,1491,551,41.16257668711656,15.21165644171779
17,1212,496,33.4601226993865,13.693251533742332
17,946,496,26.116564417177916,13.693251533742332
17,1243,492,34.3159509202454,13.582822085889571
17,1264,405,34.895705521472394,11.180981595092025
18,590,706,16.288343558282207,19.49079754601227
18,943,694,26.033742331288344,19.15950920245399
18,1004,680,27.717791411042946,18.773006134969325
18,682,674,18.828220858895705,18.607361963190183
18,1814,671,50.079754601226995,18.524539877300615
18,740,678,20.429447852760735,18.717791411042946
18,910,669,25.12269938650307,18.469325153374232
18,1178,668,32.52147239263804,18.441717791411044
18,1259,653,34.75766871165644,18.02760736196319
18,726,653,20.042944785276074,18.02760736196319
18,1628,642,44.94478527607362,17.7239263803681
18,862,629,23.79754601226994,17.365030674846626
18,1787,621,49.33435582822086,17.144171779141104
18,666,618,18.386503067484664,17.061349693251532
18,1832,605,50.576687116564415,16.70245398773006
18,1691,596,46.6840490797546,16.45398773006135
18,1125,591,31.058282208588956,16.3159509202454
18,775,579,21.395705521472394,15.984662576687116
18,1301,567,35.91717791411043,15.653374233128835
18,1051,568,29.015337423312882,15.680981595092025
18,1647,517,45.469325153374236,14.273006134969325
18,1211,506,33.43251533742331,13.969325153374234
18,952,499,26.282208588957054,13.776073619631902
18,1242,489,34.28834355828221,13.5
18,1266,401,34.95092024539877,11.070552147239264
19,596,712,16.45398773006135,19.65644171779141
19,943,702,26.033742331288344,19.380368098159508
19,758,681,20.926380368098158,18.800613496932517
19,697,675,19.242331288343557,18.634969325153374
19,1780,661,49.14110429447853,18.248466257668714
19,1617,641,44.64110429447853,17.696319018404907
19,1887,641,52.09509202453988,17.696319018404907
19,1112,627,30.699386503067483,17.309815950920246
19,1453,626,40.11349693251534,17.282208588957054
19,1821,607,50.27300613496933,16.757668711656443
19,1697,589,46.84969325153374,16.26073619631902
19,1131,587,31.2239263803681,16.20552147239264
19,771,581,21.28527607361963,16.039877300613497
19,1305,579,36.02760736196319,15.984662576687116
19,1056,562,29.153374233128833,15.515337423312884
19,1499,544,41.38343558282209,15.01840490797546
19,1645,521,45.41411042944785,14.383435582822086
19,960,506,26.503067484662576,13.969325153374234
19,1244,482,34.34355828220859,13.30674846625767
19,1273,397,35.144171779141104,10.960122699386503
20,645,682,17.80674846625767,18.828220858895705
20,755,683,20.84355828220859,18.855828220858896
20,1756,668,48.47852760736196,18.441717791411044
20,1170,667,32.30061349693251,18.414110429447852
20,1256,669,34.67484662576687,18.469325153374232
20,1405,653,38.78834355828221,18.02760736196319
20,733,646,20.236196319018404,17.834355828220858
20,1891,640,52.20552147239264,17.66871165644172
20,863,631,23.82515337423313,17.420245398773005
20,659,634,18.19325153374233,17.503067484662576
20,1108,631,30.588957055214724,17.420245398773005
20,1494,636,41.24539877300614,17.558282208588956
20,1815,608,50.107361963190186,16.78527607361963
20,1702,585,46.987730061349694,16.150306748466257
20,1313,568,36.24846625766871,15.680981595092025
20,1061,562,29.291411042944784,15.515337423312884
20,1505,538,41.54907975460123,14.85276073619632
20,1640,529,45.2760736196319,14.604294478527608
20,962,516,26.558282208588956,14.245398773006135
20,1245,470,34.37116564417178,12.975460122699387
20,1278,392,35.282208588957054,10.822085889570552
21,939,712,25.92331288343558,19.65644171779141
21,817,685,22.55521472392638,18.911042944785276
21,708,676,19.54601226993865,18.662576687116566
21,1259,669,34.75766871165644,18.469325153374232
21,1762,670,48.644171779141104,18.496932515337424
21,1166,667,32.190184049079754,18.414110429447852
21,915,663,25.26073619631902,18.303680981595093
21,736,652,20.319018404907975,18.0
21,412,659,11.374233128834357,18.19325153374233
21,1632,643,45.05521472392638,17.75153374233129
21,860,643,23.742331288343557,17.75153374233129
21,1894,639,52.28834355828221,17.641104294478527
21,1229,637,33.92944785276074,17.585889570552148
21,659,632,18.19325153374233,17.447852760736197
21,1244,616,34.34355828220859,17.006134969325153
21,1801,612,49.72085889570552,16.895705521472394
21,1707,583,47.125766871165645,16.095092024539877
21,1318,578,36.38650306748466,15.957055214723926
21,766,576,21.14723926380368,15.901840490797547
21,1052,555,29.042944785276074,15.322085889570552
21,1638,536,45.22085889570552,14.797546012269938
21,1502,535,41.466257668711656,14.769938650306749
21,964,525,26.61349693251534,14.493865030674847
21,1220,504,33.68098159509203,13.914110429447852
21,1242,465,34.28834355828221,12.837423312883436
22,944,696,26.061349693251532,19.21472392638037
22,587,699,16.20552147239264,19.29754601226994
22,1229,683,33.92944785276074,18.855828220858896
22,711,671,19.62883435582822,18.524539877300615
22,1172,660,32.355828220858896,18.220858895705522
22,655,647,18.08282208588957,17.86196319018405
22,743,640,20.512269938650306,17.66871165644172
22,1279,630,35.309815950920246,17.392638036809817
22,1809,617,49.941717791411044,17.033742331288344
22,1320,584,36.441717791411044,16.12269938650307
22,1137,585,31.38957055214724,16.150306748466257
22,761,575,21.00920245398773,15.874233128834357
22,1045,550,28.849693251533743,15.184049079754601
22,1637,542,45.193251533742334,14.963190184049079
22,1506,529,41.576687116564415,14.604294478527608
22,964,538,26.61349693251534,14.85276073619632
22,1221,509,33.70858895705521,14.052147239263803
22,1243,456,34.3159509202454,12.588957055214724
22,737,391,20.346625766871167,10.794478527607362
23,936,704,25.840490797546014,19.43558282208589
23,823,685,22.720858895705522,18.911042944785276
23,1111,667,30.671779141104295,18.414110429447852
23,740,643,20.429447852760735,17.75153374233129
23,863,638,23.82515337423313,17.61349693251534
23,1661,635,45.855828220858896,17.530674846625768
23,1608,621,44.392638036809814,17.144171779141104
23,1327,590,36.63496932515338,16.288343558282207
23,754,575,20.8159509202454,15.874233128834357
23,1312,567,36.22085889570552,15.653374233128835
23,1047,551,28.904907975460123,15.21165644171779
23,1637,548,45.193251533742334,15.128834355828221
23,966,547,26.66871165644172,15.101226993865032
23,1506,527,41.576687116564415,14.549079754601227
23,1244,447,34.34355828220859,12.340490797546012
23,746,391,20.595092024539877,10.794478527607362
24,935,691,25.812883435582823,19.07668711656442
24,690,666,19.049079754601227,18.386503067484664
24,733,663,20.236196319018404,18.303680981595093
24,864,637,23.85276073619632,17.585889570552148
24,1806,624,49.858895705521476,17.226993865030675
24,1100,621,30.368098159509202,17.144171779141104
24,1770,610,48.86503067484663,16.840490797546014
24,1558,596,43.012269938650306,16.45398773006135
24,1335,587,36.855828220858896,16.20552147239264
24,1705,581,47.07055214723926,16.039877300613497
24,752,577,20.76073619631902,15.929447852760736
24,1631,558,45.02760736196319,15.404907975460123
24,971,550,26.80674846625767,15.184049079754601
24,1049,542,28.960122699386503,14.963190184049079
24,1512,524,41.74233128834356,14.466257668711657
24,1229,502,33.92944785276074,13.858895705521473
24,1245,459,34.37116564417178,12.671779141104295
24,756,393,20.87116564417178,10.849693251533742
25,584,698,16.12269938650307,19.26993865030675
25,929,676,25.64723926380368,18.662576687116566
25,816,684,22.52760736196319,18.883435582822084
25,1113,666,30.726993865030675,18.386503067484664
25,704,665,19.43558282208589,18.358895705521473
25,671,663,18.524539877300615,18.303680981595093
25,1563,656,43.15030674846626,18.11042944785276
25,862,653,23.79754601226994,18.02760736196319
25,1774,638,48.97546012269939,17.61349693251534
25,1497,634,41.328220858895705,17.503067484662576
25,1243,623,34.3159509202454,17.199386503067483
25,1455,633,40.168711656441715,17.475460122699385
25,1097,618,30.28527607361963,17.061349693251532
25,1791,603,49.44478527607362,16.64723926380368
25,1578,612,43.56441717791411,16.895705521472394
25,1339,593,36.966257668711656,16.37116564417178
25,740,580,20.429447852760735,16.012269938650306
25,1144,568,31.58282208588957,15.680981595092025
25,1708,571,47.15337423312884,15.763803680981596
25,1633,557,45.08282208588957,15.377300613496933
25,1035,535,28.573619631901842,14.769938650306749
25,1519,520,41.93558282208589,14.355828220858896
25,763,391,21.06441717791411,10.794478527607362
26,1223,695,33.763803680981596,19.187116564417177
26,805,690,22.2239263803681,19.049079754601227
26,996,672,27.496932515337424,18.552147239263803
26,907,671,25.039877300613497,18.524539877300615
26,700,660,19.32515337423313,18.220858895705522
26,405,660,11.180981595092025,18.220858895705522
26,1602,657,44.22699386503068,18.13803680981595
26,655,642,18.08282208588957,17.7239263803681
26,862,651,23.79754601226994,17.97239263803681
26,1031,633,28.46319018404908,17.475460122699385
26,1495,632,41.27300613496933,17.447852760736197
26,1781,606,49.168711656441715,16.73006134969325
26,1096,608,30.257668711656443,16.78527607361963
26,1628,606,44.94478527607362,16.73006134969325
26,1345,601,37.1319018404908,16.5920245398773
26,739,583,20.401840490797547,16.095092024539877
26,1143,570,31.55521472392638,15.736196319018404
26,1634,566,45.11042944785276,15.625766871165645
26,1707,563,47.125766871165645,15.542944785276074
26,1036,526,28.60122699386503,14.521472392638037
26,1528,516,42.1840490797546,14.245398773006135
26,1238,444,34.17791411042945,12.257668711656441
26,771,390,21.28527607361963,10.766871165644172
27,907,706,25.039877300613497,19.49079754601227
27,853,683,23.549079754601227,18.855828220858896
27,699,663,19.29754601226994,18.303680981595093
27,1164,660,32.13496932515338,18.220858895705522
27,407,655,11.236196319018404,18.08282208588957
27,734,648,20.263803680981596,17.88957055214724
27,1801,633,49.72085889570552,17.475460122699385
27,1250,620,34.50920245398773,17.116564417177916
27,1575,613,43.48159509202454,16.92331288343558
27,1084,613,29.926380368098158,16.92331288343558
27,1351,596,37.29754601226994,16.45398773006135
27,1780,595,49.14110429447853,16.426380368098158
27,729,593,20.125766871165645,16.37116564417178
27,1313,571,36.24846625766871,15.763803680981596
27,1143,562,31.55521472392638,15.515337423312884
27,1707,556,47.125766871165645,15.349693251533742
27,976,552,26.94478527607362,15.239263803680982
27,1043,526,28.794478527607364,14.521472392638037
27,1537,514,42.43251533742331,14.190184049079754
27,1235,442,34.09509202453988,12.202453987730062
28,746,683,20.595092024539877,18.855828220858896
28,902,675,24.901840490797547,18.634969325153374
28,1766,666,48.75460122699386,18.386503067484664
28,864,663,23.85276073619632,18.303680981595093
28,667,661,18.414110429447852,18.248466257668714
28,404,654,11.153374233128835,18.05521472392638
28,701,652,19.35276073619632,18.0
28,731,644,20.180981595092025,17.779141104294478
28,1799,634,49.66564417177914,17.503067484662576
28,1633,635,45.08282208588957,17.530674846625768
28,1775,605,49.00306748466258,16.70245398773006
28,1083,607,29.89877300613497,16.757668711656443
28,1635,596,45.13803680981595,16.45398773006135
28,1311,581,36.193251533742334,16.039877300613497
28,1145,552,31.61042944785276,15.239263803680982
28,1707,549,47.125766871165645,15.156441717791411
28,978,550,27.0,15.184049079754601
28,1543,517,42.59815950920245,14.273006134969325
28,1036,520,28.60122699386503,14.355828220858896
28,1231,488,33.984662576687114,13.47239263803681
28,1229,437,33.92944785276074,12.06441717791411
29,900,683,24.846625766871167,18.855828220858896
29,687,668,18.966257668711656,18.441717791411044
29,554,665,15.294478527607362,18.358895705521473
29,1187,660,32.76993865030675,18.220858895705522
29,1162,663,32.079754601226995,18.303680981595093
29,726,650,20.042944785276074,17.94478527607362
29,1794,644,49.52760736196319,17.779141104294478
29,699,646,19.29754601226994,17.834355828220858
29,1510,640,41.68711656441718,17.66871165644172
29,1073,613,29.62269938650307,16.92331288343558
29,1780,610,49.14110429447853,16.840490797546014
29,728,599,20.098159509202453,16.53680981595092
29,1312,588,36.22085889570552,16.233128834355828
29,984,558,27.165644171779142,15.404907975460123
29,1142,546,31.52760736196319,15.07361963190184
29,1708,540,47.15337423312884,14.9079754601227
29,1551,515,42.81901840490798,14.217791411042946
29,1048,519,28.932515337423315,14.328220858895707
29,1233,483,34.0398773006135,13.33435582822086
29,1225,429,33.81901840490798,11.843558282208589
30,909,670,25.095092024539877,18.496932515337424
30,657,654,18.13803680981595,18.05521472392638
30,1793,650,49.5,17.94478527607362
30,407,646,11.236196319018404,17.834355828220858
30,695,641,19.187116564417177,17.696319018404907
30,728,639,20.098159509202453,17.641104294478527
30,1041,626,28.73926380368098,17.282208588957054
30,1069,609,29.512269938650306,16.812883435582823
30,1555,595,42.92944785276074,16.426380368098158
30,1765,592,48.72699386503068,16.34355828220859
30,1311,595,36.193251533742334,16.426380368098158
30,991,559,27.358895705521473,15.432515337423313
30,1703,538,47.015337423312886,14.85276073619632
