track_id,num_positions,first_frame,last_frame,duration
1056,4,922,926,4
1057,19,923,984,61
1058,4,924,937,13
1059,43,924,1007,83
1060,12,925,940,15
1061,5,925,931,6
1062,2,925,928,3
1063,117,925,1078,153
1064,6,926,939,13
1065,5,928,936,8
1066,15,929,954,25
1067,12,929,966,37
1068,5,929,953,24
1069,13,930,967,37
1070,14,931,953,22
1071,5,931,942,11
1072,1,931,931,0
1073,3,931,939,8
1074,7,932,962,30
1075,8,933,940,7
1076,1,934,934,0
1077,1,935,935,0
1078,73,938,1083,145
1079,6,938,943,5
1080,11,939,951,12
1081,6,941,946,5
1082,6,943,960,17
1083,44,943,1030,87
1084,10,943,960,17
1085,62,944,1058,114
1086,6,944,962,18
1087,3,945,948,3
1088,14,946,964,18
1089,10,947,984,37
1090,5,948,957,9
1091,2,948,950,2
1092,2,949,950,1
1093,4,950,955,5
1094,10,950,965,15
1095,7,951,982,31
1096,3,951,957,6
1097,41,952,1035,83
1098,11,954,977,23
1099,23,954,994,40
1100,6,957,969,12
1101,9,957,983,26
1102,2,959,960,1
1103,17,959,994,35
1104,41,961,1041,80
1105,14,961,997,36
1106,15,961,987,26
1107,4,961,972,11
1108,4,962,972,10
1109,2,963,965,2
1110,16,964,989,25
1111,2,965,966,1
1112,10,966,995,29
1113,28,966,1018,52
1114,1,967,967,0
1115,45,969,1077,108
1116,89,972,1113,141
1117,22,974,1010,36
1118,15,974,1006,32
1119,58,977,1098,121
1120,24,978,1030,52
1121,45,978,1035,57
1122,11,980,995,15
1123,14,981,1007,26
1124,7,981,993,12
1125,1,982,982,0
1126,4,982,985,3
1127,31,982,1025,43
1128,7,983,1015,32
1129,4,983,987,4
1130,19,983,1043,60
1131,5,986,997,11
1132,14,986,1013,27
1133,3,987,989,2
1134,18,988,1020,32
1135,11,992,1005,13
1136,4,994,999,5
1137,3,995,997,2
1138,8,996,1020,24
1139,2,997,1002,5
1140,13,997,1057,60
1141,2,997,998,1
1142,12,998,1036,38
1143,29,999,1064,65
1144,31,999,1068,69
1145,38,999,1063,64
1146,13,1000,1025,25
1147,1,1001,1001,0
1148,9,1002,1017,15
1149,35,1002,1050,48
1150,11,1003,1047,44
1151,70,1003,1111,108
1152,43,1004,1086,82
1153,1,1004,1004,0
1154,3,1007,1015,8
1155,10,1008,1027,19
1156,68,1008,1118,110
1157,4,1009,1014,5
1158,34,1009,1053,44
1159,30,1012,1048,36
1160,3,1013,1017,4
1161,29,1013,1062,49
1162,8,1015,1036,21
1163,14,1015,1045,30
1164,14,1015,1036,21
1165,12,1017,1041,24
1166,38,1017,1108,91
1167,10,1018,1050,32
1168,12,1018,1043,25
1169,5,1019,1037,18
1170,41,1020,1109,89
1171,26,1022,1066,44
1172,32,1022,1073,51
1173,19,1022,1049,27
1174,46,1024,1092,68
1175,19,1025,1061,36
1176,17,1025,1056,31
1177,10,1026,1066,40
1178,9,1026,1046,20
1179,2,1030,1031,1
1180,18,1030,1085,55
1181,3,1032,1038,6
1182,10,1033,1048,15
1183,15,1033,1061,28
1184,10,1035,1047,12
1185,1,1037,1037,0
1186,2,1037,1044,7
1187,6,1039,1063,24
1188,1,1041,1041,0
1189,8,1041,1061,20
1190,3,1042,1045,3
1191,4,1045,1051,6
1192,14,1045,1072,27
1193,2,1046,1052,6
1194,1,1046,1046,0
1195,3,1046,1051,5
1196,3,1048,1052,4
1197,7,1048,1074,26
1198,8,1048,1063,15
1199,5,1048,1056,8
1200,15,1049,1086,37
1201,5,1049,1054,5
1202,4,1049,1053,4
1203,38,1052,1115,63
1204,7,1053,1062,9
1205,20,1054,1095,41
1206,7,1056,1082,26
1207,32,1057,1108,51
1208,15,1057,1084,27
1209,4,1058,1068,10
1210,9,1058,1084,26
1211,15,1060,1106,46
1212,6,1060,1067,7
1213,4,1062,1071,9
1214,6,1063,1080,17
1215,1,1063,1063,0
1216,3,1063,1068,5
1217,11,1063,1090,27
1218,37,1063,1115,52
1219,8,1064,1079,15
1220,29,1064,1118,54
1221,4,1066,1078,12
1222,26,1066,1118,52
1223,1,1066,1066,0
1224,4,1066,1076,10
1225,6,1067,1086,19
